X,Y,Z
30.5315984,104.002883,1.2750000953674316
30.5315983,104.002883,1.2940000295639038
30.531598199999998,104.0028832,1.346000075340271
30.5315981,104.0028834,1.4540001153945923
30.5315981,104.0028834,1.6340000629425049
30.531598,104.0028832,1.8580000400543213
30.531598,104.0028832,2.0990002155303955
30.531598,104.00288309999999,2.3289999961853027
30.531597899999998,104.002883,2.5390000343322754
30.531597899999998,104.002883,2.7070000171661377
30.5315978,104.00288289999999,2.8630001544952393
30.5315978,104.00288289999999,3.00600004196167
30.5315978,104.00288289999999,3.1430001258850098
30.5315978,104.00288289999999,3.266000270843506
30.5315978,104.0028828,3.366000175476074
30.5315978,104.0028828,3.448000192642212
30.5315978,104.0028828,3.509000062942505
30.531597899999998,104.0028827,3.5520002841949463
30.531598,104.0028828,3.580000162124634
30.5315981,104.00288289999999,3.623000144958496
30.531598199999998,104.00288289999999,3.700000286102295
30.5315984,104.00288289999999,3.756000280380249
30.5315986,104.002883,3.763000249862671
30.531598799999998,104.0028834,3.752000093460083
30.531599,104.0028845,3.7430002689361572
30.5315992,104.0028854,3.746000289916992
30.531599399999998,104.0028857,3.7970001697540283
30.5315995,104.0028861,3.878000259399414
30.531599699999997,104.002887,3.9670002460479736
30.5315998,104.002888,4.01800012588501
30.5315999,104.00288909999999,4.050000190734863
30.531599999999997,104.0028901,4.064000129699707
30.531599999999997,104.0028912,4.072000026702881
30.531599999999997,104.0028924,4.064000129699707
30.531599999999997,104.0028936,4.054000377655029
30.5315999,104.0028949,4.085000038146973
30.5315999,104.0028962,4.127000331878662
30.5315998,104.00289749999999,4.183000087738037
30.531599699999997,104.0028988,4.223999977111816
30.531599699999997,104.0029,4.207000255584717
30.531599699999997,104.002901,4.177999973297119
30.531599699999997,104.0029019,4.1660003662109375
30.5315996,104.00290269999999,4.186000347137451
30.5315996,104.0029035,4.207000255584717
30.5315996,104.0029043,4.199000358581543
30.531599699999997,104.00290509999999,4.189000129699707
30.531599699999997,104.0029057,4.193000316619873
30.531599699999997,104.00290609999999,4.2230000495910645
30.5315998,104.0029064,4.259000301361084
30.5315998,104.0029067,4.279000282287598
30.5315999,104.0029069,4.23900032043457
30.5315999,104.0029069,4.169000148773193
30.531599999999997,104.0029069,4.136000156402588
30.531599999999997,104.00290679999999,4.150000095367432
30.531599999999997,104.0029067,4.171000003814697
30.531599999999997,104.0029065,4.181000232696533
30.531599999999997,104.0029062,4.159000396728516
30.531599999999997,104.0029059,4.147000312805176
30.531599999999997,104.00290559999999,4.138000011444092
30.531599999999997,104.0029053,4.156000137329102
30.5315999,104.00290489999999,4.175000190734863
30.5315999,104.0029045,4.14900016784668
30.5315998,104.00290419999999,4.125
30.5315998,104.0029038,4.125
30.531599699999997,104.0029035,4.135000228881836
30.531599699999997,104.00290319999999,4.148000240325928
30.5315996,104.00290299999999,4.159000396728516
30.5315996,104.0029028,4.182000160217285
30.5315996,104.0029026,4.187000274658203
30.5315995,104.0029023,4.139000415802002
30.5315995,104.0029021,4.051000118255615
30.531599399999998,104.00290199999999,3.9150002002716064
30.531599399999998,104.00290199999999,3.765000104904175
30.5315993,104.0029019,3.627000093460083
30.531599399999998,104.0029019,3.4830002784729004
30.531599399999998,104.0029019,3.3510000705718994
30.5315993,104.0029019,3.2160000801086426
30.5315993,104.0029019,3.069000244140625
30.5315993,104.00290199999999,2.944000244140625
30.5315993,104.00290199999999,2.8310000896453857
30.5315993,104.0029021,2.696000099182129
30.5315993,104.0029021,2.5350000858306885
30.531599399999998,104.0029022,2.3480000495910645
30.531599399999998,104.0029023,2.1750001907348633
30.531599399999998,104.0029024,1.9730000495910645
30.531599399999998,104.00290249999999,1.7710000276565552
30.531599399999998,104.00290249999999,1.5730000734329224
30.531599399999998,104.0029026,1.3820000886917114
30.531599399999998,104.00290269999999,1.2100000381469727
30.531599399999998,104.00290269999999,1.062000036239624
30.531599399999998,104.0029028,0.9300000667572021
30.531599399999998,104.0029029,0.8130000233650208
30.5315995,104.0029029,0.7210000157356262
30.531599399999998,104.00290319999999,0.675000011920929
30.531599399999998,104.0029034,0.6530000567436218
30.5315993,104.0029038,0.6130000352859497
30.5315993,104.00290389999999,0.5860000252723694
30.5315993,104.002904,0.5530000329017639
30.531599399999998,104.002904,0.5130000114440918
30.531599399999998,104.002904,0.46800002455711365
30.5315995,104.00290389999999,0.42000001668930054
30.5315996,104.00290389999999,0.3630000054836273
30.5315998,104.002904,0.3060000240802765
30.5315998,104.00290419999999,0.24800001084804535
30.5315999,104.00290419999999,0.19100001454353333
30.5315999,104.00290419999999,0.13300000131130219
30.5315999,104.00290419999999,0.08000000566244125
30.531599999999997,104.00290389999999,0.036000002175569534
30.5315998,104.002904,0.04500000178813934
30.531599699999997,104.0029043,0.04200000315904617
30.531599699999997,104.0029047,0.03500000014901161
30.531599699999997,104.00290509999999,0.02500000037252903
30.5315999,104.00290539999999,0.00800000037997961
30.5316001,104.0029053,-0.0010000000474974513
30.5316001,104.00290489999999,0.0
30.531599999999997,104.00290439999999,0.003000000026077032
30.531599999999997,104.002904,0.007000000216066837
30.531599999999997,104.00290369999999,0.010000000707805157
30.5316001,104.0029035,0.012000000104308128
30.5316001,104.0029034,0.013000000268220901
30.5316001,104.0029033,0.013000000268220901
30.5316002,104.0029033,0.012000000104308128
30.5316002,104.00290319999999,0.012000000104308128
30.531600299999997,104.00290319999999,0.01100000087171793
30.531600299999997,104.0029031,0.010000000707805157
30.5316004,104.0029029,0.009000000543892384
30.5316005,104.0029029,0.00800000037997961
30.531600599999997,104.0029029,0.007000000216066837
30.531600599999997,104.0029028,0.006000000052154064
30.5316007,104.00290269999999,0.0
30.5316007,104.0029026,-0.0010000000474974513
30.5316008,104.0029026,-0.0010000000474974513
30.5316008,104.00290249999999,-0.0010000000474974513
30.531600899999997,104.00290249999999,0.0
30.531600899999997,104.00290249999999,0.0
30.531600899999997,104.0029024,0.0
30.531600899999997,104.0029024,0.0010000000474974513
30.531601,104.0029023,0.0020000000949949026
30.5316011,104.0029022,0.003000000026077032
30.5316011,104.0029021,0.004000000189989805
30.531601199999997,104.0029021,0.004000000189989805
30.531601199999997,104.0029021,0.004000000189989805
30.531601199999997,104.00290199999999,0.004000000189989805
30.5316013,104.00290199999999,0.003000000026077032
30.5316014,104.00290199999999,0.003000000026077032
30.531601499999997,104.0029019,0.0020000000949949026
30.531601499999997,104.0029019,0.0020000000949949026
30.531601499999997,104.00290179999999,0.0010000000474974513
30.531601499999997,104.00290179999999,0.0010000000474974513
30.531601499999997,104.0029019,0.0
30.531601499999997,104.0029019,0.0
30.531601499999997,104.0029019,0.0
30.531601499999997,104.0029019,0.0
30.531601499999997,104.0029019,-0.0010000000474974513
30.5316014,104.0029019,0.010000000707805157
30.531600899999997,104.00290179999999,0.1770000010728836
30.5315998,104.00290129999999,0.281000018119812
30.5315983,104.0029005,0.3360000252723694
30.5315969,104.0028998,0.30400002002716064
30.5315962,104.0028992,0.19300000369548798
30.5315963,104.0028991,0.10200000554323196
30.5315969,104.0028991,0.06800000369548798
30.5315971,104.0028992,0.06300000101327896
30.5315971,104.0028993,0.07500000298023224
30.5315968,104.00289939999999,0.08500000089406967
30.531596699999998,104.0028993,0.09200000762939453
30.5315969,104.0028993,0.09800000488758087
30.5315969,104.0028992,0.0
30.5315969,104.0028991,0.0
30.5315969,104.002899,0.0
30.5315969,104.002899,0.0
30.5315968,104.002899,-0.0010000000474974513
